"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SIRPB1",-0.930738435463258,4.75062026865386,-3.15564578381304,0.00169734509330956,0.0030442817275973,-2.49963274479978
"TENM3-AS1",0.908905428674268,2.18724914913069,3.15557502586442,0.00169774877457108,0.00304474686709763,-2.49985134759534
"ATM",-0.660499489604106,9.74189761990798,-3.15495662838269,0.00170128056634439,0.00305082141175453,-2.50176165215324
"TEKT4P2",-0.813512854227639,4.87204197495726,-3.15460185995511,0.0017033097781754,0.00305420065120978,-2.5028574122772
"H3P39",-0.499480236597668,1.2400119675389,-3.1543910950093,0.00170451637293306,0.00305610440889503,-2.50350833809507
"KLHL15",-0.637094053652952,8.15979498637139,-3.15396723577038,0.00170694528523751,0.00306003472236159,-2.50481725712755
"PAPOLA",-0.557081745101115,12.5581309856813,-3.15395793737167,0.00170699860519716,0.00306003472236159,-2.50484596960269
"SPRED3",0.69206292058548,5.1652848877891,3.15288065488892,0.00171318649484716,0.00307086641080098,-2.50817195363705
"DUSP16",-0.542730420338799,11.5049716066762,-3.15246229676869,0.00171559510876619,0.00307474086275445,-2.50946329115215
"IGFBP1",1.07860499116821,2.52351698679542,3.15245458862011,0.00171563951619512,0.00307474086275445,-2.50948708219264
"SEMA3F-AS1",-0.549767081963085,5.23281697199243,-3.15193763402446,0.00171862016549399,0.00307982106625862,-2.51108252420172
"RIN1",0.520326829882201,9.66950997065315,3.15177601534665,0.00171955300376387,0.00308123097701283,-2.51158126539652
"CCM2",-0.450283080941785,10.6188013321268,-3.15173965117237,0.00171976295656491,0.00308134543495966,-2.51169347869083
"KLRC2",-0.839025275275896,2.71535470468027,-3.15150148019433,0.0017211386491816,0.00308336476527136,-2.51242840067982
"TCP1P3",0.597965673739663,1.92912539493253,3.15149392035109,0.00172118233199347,0.00308336476527136,-2.51245172714421
"YTHDF2",-0.477982285041996,11.2397938443892,-3.15145680888598,0.0017213967868741,0.00308348707730317,-2.51256623657873
"GPSM2",0.623737620230267,10.8787256644448,3.15086801599695,0.0017248025253477,0.00308932533494815,-2.51438281550923
"ASB14",-0.621889935243668,4.24504149725709,-3.15027962780844,0.00172821213058195,0.00309516952644724,-2.51619781992525
"ZNF775",-0.475363171453628,9.66456484542241,-3.15001355446804,0.00172975601873256,0.00309767157306602,-2.5170184709059
"RNF182",1.16556781634495,3.54805978865527,3.14964368610784,0.00173190428985382,0.00310125544059223,-2.51815914656776
"STK19",-0.437184491254783,8.21813625735665,-3.14935448399025,0.00173358574890905,0.00310400286796431,-2.51905095749058
"ZNF33A",-0.589572594881501,10.1732837701078,-3.14923026074553,0.00173430846130748,0.003105033329046,-2.51943399983642
"NCKAP1",-0.5279076601354,12.5199066281722,-3.14910284776162,0.00173505001979951,0.00310609735361545,-2.51982686265527
"SMUG1",-0.425074281918063,9.74936650993726,-3.14899327350999,0.00173568798865607,0.00310697576652334,-2.52016470964028
"PRKAR1A",-0.560949955236348,12.1770693615468,-3.14826854944334,0.00173991296495701,0.00311427442365746,-2.52239894497324
"ADAR",-0.502211552730561,13.2133727341997,-3.14809232040193,0.00174094177275501,0.00311585149792077,-2.5229421627598
"SLFN5",-0.776385207439882,9.56980171631338,-3.14762603323059,0.0017436666180525,0.00312046353111049,-2.52437933019516
"NUP37",0.457029979910903,10.0723339502784,3.14759419314172,0.0017438528255611,0.00312053202429469,-2.52447745869084
"ATF6B",-0.521007505410935,12.0044254263769,-3.1472104058182,0.00174609873740223,0.00312428592474024,-2.52566018411492
"ZNF830",-0.537868746386636,8.98264081371012,-3.1464278290858,0.00175068662031354,0.00313222931033875,-2.52807143765622
"EIF4BP7",-1.03436085895447,6.1533002105085,-3.14590800403933,0.0017537402542444,0.00313742659002895,-2.52967278944011
"MYH4",0.880123622162068,2.3492612370884,3.14554094064711,0.00175589947069511,0.00314102301855857,-2.53080339671114
"ZNF446",-0.502621397950426,7.85115209183373,-3.14546079508102,0.00175637124551986,0.00314160053022945,-2.53105023954555
"ADCY1",-0.824763855655093,5.78944442459001,-3.1449958200682,0.00175911061602797,0.00314623362171392,-2.53248221133397
"TLCD1",0.553019814834869,8.75645921622369,3.14464334839727,0.0017611898049372,0.00314968526878723,-2.53356757382325
"RNU4ATAC",0.703302266588821,1.42995539421346,3.14440613407512,0.00176259037978423,0.00315192281037373,-2.53429795967778
"CXCL10",1.01699266302106,8.6559182282884,3.14380459853524,0.00176614660711636,0.00315801445541344,-2.53614985764333
"ST13P3",-0.58845778045465,1.71542846174371,-3.14121448695884,0.00178153482988772,0.00318525984926697,-2.54411993013726
"KRT8P48",-0.819806650238851,4.57589731475806,-3.14095708325911,0.00178307083555595,0.00318773592721563,-2.54491164605762
"LINC00598",-0.682982414232521,2.16553461200573,-3.14089340170463,0.00178345103098793,0.00318814542776774,-2.54510750658008
"ABCA4",-0.853248400075231,3.12979408914281,-3.14052485709959,0.00178565280636071,0.00319181088868509,-2.54624093626086
"TBC1D16",0.562672078377986,11.3251535762373,3.1403319637434,0.00178680619713166,0.00319360192529192,-2.54683411349061
"EML2",-0.489515585711333,10.9567479857864,-3.14003621250134,0.00178857595251665,0.00319649420845431,-2.54774352677473
"FLG",-0.825745075076687,2.22691718814252,-3.13972746776495,0.00179042518402774,0.00319952802709938,-2.54869280624372
"TIMP4",-0.658076305844768,6.64093945029928,-3.13909979073795,0.00179419010097277,0.00320598441253025,-2.55062241158107
"EEF1A1P7",-0.662689586235216,3.93575627756464,-3.13878025651733,0.00179610952546064,0.00320914232848271,-2.55160458152216
"HAUS4",-0.507796220850294,9.54297220092852,-3.13788007996251,0.00180152701907471,0.00321828856940839,-2.55437098694172
"SCARNA5",0.832550530686404,1.56592223927516,3.13787897485712,0.00180153367913028,0.00321828856940839,-2.55437438266164
"HSPA13",-0.581629441714293,9.77299989434643,-3.13784550316299,0.00180173541122626,0.00321837638787423,-2.5544772324874
"KRT18P33",0.72608554527738,1.96724655478638,3.13680348607514,0.00180802601648044,0.00322933960979157,-2.55767855288022
"FTH1P22",-0.655597841664064,2.1140666063485,-3.13670814530041,0.00180860259374925,0.00323009593705416,-2.55797141100707
"DNAJC30",-0.437049607063734,8.83791403053563,-3.13582689115949,0.00181394004367643,0.00323935415520747,-2.56067795297125
"RWDD4",-0.673633030254218,8.25307170757246,-3.13572234080245,0.00181457423134658,0.0032402123792453,-2.56099900356806
"DRG1P1",0.491624480148793,1.86821724255578,3.1349533658666,0.00181924500768613,0.0032482778222559,-2.56336003614077
"GM2A",-0.476600134715799,11.1365787190601,-3.13481115863426,0.00182010999177931,0.00324954719988089,-2.5637966030302
"RAB2A",-0.473251879923362,12.3623534314695,-3.13469601622881,0.00182081063012343,0.00325052297154906,-2.56415006872265
"TRAPPC13",-0.532145481033366,9.19018241281582,-3.13398708902035,0.00182512991235753,0.00325795805799017,-2.56632606787049
"UBXN2B",-0.555155592536522,9.84279598383787,-3.1338474817659,0.00182598160991516,0.00325920257907855,-2.56675452614235
"ZNF112",-0.65169490122142,6.8085396753847,-3.13274149894656,0.00183274180105663,0.00327099209336565,-2.57014816737277
"NOLC1",0.547392420935903,12.3862045064974,3.13218495565885,0.00183615232400572,0.00327680178702003,-2.57185545105134
"LSR",-0.453522832447273,13.470087737483,-3.13199891709656,0.0018372936806236,0.0032785612806932,-2.57242608842272
"RPL34P33",0.684281276877507,1.83443544336181,3.13133610769967,0.00184136536847225,0.00328554906805562,-2.57445886335849
"TEX10",0.479785040592791,10.1097441733357,3.13125283990881,0.0018418774762971,0.00328618485029274,-2.57471420869639
"ZNF426",-0.668159585945324,8.41425020098859,-3.13093594693151,0.00184382761009611,0.00328938596138087,-2.57568591902423
"MCM6",0.488381010130901,11.2237756755979,3.13042741754571,0.00184696103591148,0.00329469734389148,-2.57724505935392
"RABEP2",-0.481256034676207,10.206562134507,-3.13037984334502,0.00184725442663,0.00329494206623822,-2.57739090838804
"CACUL1",-0.44831978051602,10.8453436000072,-3.12958717424602,0.0018521491507953,0.00330339343763221,-2.57982069385939
"SKIC3",-0.57956373140598,10.9584992234853,-3.12940837318829,0.00185325489631977,0.003305086133156,-2.58036869475417
"VPS41",-0.48370852336849,10.8022770498823,-3.12936183535606,0.00185354279637972,0.00330532012400321,-2.58051132193461
"PSIP1",-0.662665778169007,10.5943139654759,-3.12884060947849,0.00185677010726152,0.00331079532058955,-2.58210861360698
"DNAJC5B",-0.78899806539779,3.9877339443898,-3.12818138597431,0.00186085928331637,0.00331780624818489,-2.58412843121486
"ZNF790",-0.880956594116046,6.44325562031045,-3.12810563402404,0.00186132970528982,0.00331836450332855,-2.58436050400607
"SIGLEC12",-0.927287071997089,5.20004058666502,-3.12782091196428,0.00186309881826223,0.00332087118502041,-2.58523272685314
"DNAJC5",-0.496060425499184,12.2199110795043,-3.12781964785438,0.00186310667622901,0.00332087118502041,-2.58523659918058
"KSR1",-0.581645467304359,9.22143647926475,-3.12780334131853,0.00186320804374308,0.00332087118502041,-2.58528655059438
"TRPM2",0.710496001374986,9.52664372132474,3.12754433463141,0.00186481880753695,0.00332346129825823,-2.58607992588312
"MRC2",-0.752339788221251,10.4921931331028,-3.12746581236425,0.00186530739127765,0.00332405120483322,-2.58632043856747
"WASF4P",-0.554547788337715,1.58185291916085,-3.12687038163435,0.00186901613923027,0.00333037898639325,-2.58814404617182
"H1-10-AS1",-0.576025891662044,4.2855214391265,-3.12677407032974,0.00186961666957096,0.00333116766854716,-2.58843898450206
"UBAP1L",-0.613130570647581,5.81347818424761,-3.12647109372916,0.00187150698052454,0.00333425407493114,-2.58936674605465
"CCDC196",-1.00964601202699,3.05040723603757,-3.12630396892977,0.00187255044759587,0.00333583136066104,-2.58987847122595
"FUNDC2",-0.491239862630579,10.8101988807143,-3.12506077774818,0.0018803293257083,0.00334940607975772,-2.59368421531705
"WDFY1",-0.524965791721421,11.1724531118029,-3.12492407282881,0.0018811865281969,0.00335065005706201,-2.5941026171655
"FTCD",-0.798467852945518,1.88743912862737,-3.12459166794321,0.00188327236137335,0.00335408199854858,-2.59511990885586
"PRKAG1",-0.409958967252342,10.8852881508143,-3.12451198555854,0.00188377268303619,0.0033546898249021,-2.59536375330727
"SLC11A2",0.499835733641849,11.5303864504964,3.1227735957565,0.00189471846788634,0.00337389763309088,-2.60068209428005
"PACSIN3",0.776178571530208,8.83861738233733,3.12169078313349,0.00190156598742128,0.00338580509315982,-2.60399335702512
"PTPN3",-0.485091996404185,11.0293405064637,-3.12150677288461,0.00190273189992755,0.00338759509597163,-2.6045559542584
"TSSK5P",-0.779936018448137,4.47223353679218,-3.12129985508684,0.00190404374413011,0.00338964458930547,-2.60518855146379
"CBL",-0.568267453151888,9.95980017103348,-3.12120727577479,0.00190463096014557,0.00339040383741019,-2.605471575506
"RPLP1P5",0.6123044223924,1.45829276810374,3.1207521336907,0.0019075202815403,0.00339506047506662,-2.60686287209334
"ZBTB49",-0.465970119181303,7.00847152071799,-3.12074449260743,0.00190756882291123,0.00339506047506662,-2.60688622799755
"TSPAN5-DT",0.8042423404251,3.57168676390262,3.12037773015107,0.00190990008653561,0.00339892284024148,-2.60800721755403
"PSMG3",0.41663743510137,10.2891360386322,3.1199242269505,0.00191278633162264,0.00340377213423721,-2.60939315025712
"ALDH16A1",-0.488349659740017,10.4822191566852,-3.11859020927839,0.0019212997697541,0.00341863326387119,-2.61346886412843
"GSTP1",0.481483008138776,14.147232051913,3.11740008682697,0.00192892433807539,0.00343191042403527,-2.61710353164053
"YWHAQ",-0.440615068937735,13.1701704912585,-3.11660200107069,0.00193405290586316,0.00344074487613034,-2.61954016048705
"TTC9",0.751237851077264,7.93674802936816,3.11593442022268,0.00193835248001864,0.00344810315512845,-2.62157788492698
"GALNT4",-0.755996099605738,6.71287928081175,-3.1153545947394,0.00194209400409939,0.00345446757082996,-2.62334740403725
"LRIG3-DT",-0.601080322167598,2.27980946599048,-3.11520677817309,0.00194304890479758,0.00345575455704455,-2.62379846192149
"EEF1A1P23",-0.482076168018818,1.47226996390238,-3.11519187594694,0.00194314519773895,0.00345575455704455,-2.62384393448174
"CARS1-AS1",0.56540596104331,1.28873034245845,3.11509774329494,0.00194375355136875,0.00345654505248461,-2.62413116543515
"CLIC1P1",0.64413687516199,2.8884735927275,3.1148162567297,0.00194557376875273,0.00345949027042654,-2.62499002751365
"CYP3A7",-0.721415689629705,4.06444266463154,-3.11474701588711,0.00194602175132598,0.00345999518058582,-2.6252012813373
"FTH1P15",-0.686962332941552,2.91427868530603,-3.11376662391419,0.00195237500946441,0.00347099860511103,-2.62819197257096
"XRCC6",-0.452334773723599,13.3959804094034,-3.1127172457189,0.00195919647915467,0.00348283250727193,-2.63139210304788
"GMNN",-0.521438466761008,9.89656302589423,-3.11248926708672,0.00196068135011811,0.00348517842752097,-2.63208719789537
"SCARNA22",0.590392128815276,1.468159316097,3.11199268784573,0.00196391925853416,0.0034906397741422,-2.63360107231844
"GLRX3P2",0.601527510367404,2.19858651655279,3.11161905509353,0.0019663587484349,0.00349468122331163,-2.63473997813598
"CCSER2",-0.617146742077072,10.3551259948558,-3.11157721830037,0.00196663207914587,0.00349487254233387,-2.63486749668605
"LINC02604",0.666384762225944,7.57529857972548,3.11151002469581,0.00196707114574828,0.00349535833109378,-2.63507229934772
"BRAP",-0.441224233982657,9.83834769908887,-3.11062340747674,0.00197287307251219,0.00350537269133863,-2.63777426467569
"FMR1-AS1",0.578600800040843,1.32937142974385,3.11042538677064,0.00197417104906769,0.00350738348429495,-2.63837763142129
"HNRNPA1P7",-0.641781785086054,1.745914637135,-3.10927427133973,0.00198173190682028,0.00352051986209087,-2.64188433465236
"FAM166A",0.521420048214437,1.48594348355813,3.10900090634562,0.00198353135968896,0.00352341983168664,-2.64271691724426
"USP48",-0.499398524019043,10.6454765543569,-3.10876862592844,0.00198506155113236,0.00352584105419216,-2.64342431396654
"CASC11",0.605687521544803,2.45828754526037,3.10869246317466,0.00198556352430196,0.00352643571454285,-2.6436562522051
"CEP57L1",-0.624318420430885,7.70108900476666,-3.10844444604195,0.00198719896459225,0.00352904318564648,-2.64441150025141
"TNNC1",0.981233135046874,5.33178942768628,3.10834383817615,0.00198786273255146,0.00352992478158435,-2.64471784922666
"ZNF487",-0.513893554076553,6.57138878389326,-3.10806502297807,0.00198970330353441,0.00353289574787498,-2.64556678617246
"SLC22A2",0.852224765579545,2.53925981925304,3.1074625599336,0.00199368576245778,0.00353966900709405,-2.64740091635896
"GAS8-AS1",0.594478943204718,1.68484897239347,3.10718136057618,0.00199554708397277,0.00354267549144266,-2.64825687869726
"UBA52P3",0.754279288894861,1.9645233548597,3.10607619781065,0.00200287791223309,0.00355539061521878,-2.65162023861932
"ZBTB6",-0.577700400659149,8.78910699223145,-3.10600766934269,0.00200333329435591,0.00355589974008276,-2.6518287545187
"TASOR",-0.555577623756024,10.8241093413595,-3.10587828245053,0.00200419334984554,0.00355681444845327,-2.65222243612146
"PRDM4",-0.467143317671939,10.6373561549167,-3.10585540709703,0.00200434544135227,0.00355681444845327,-2.6522920366295
"TYW3",-0.524370150952199,9.18102730966803,-3.10585404806101,0.00200435447751797,0.00355681444845327,-2.65229617161444
"TMEM248",-0.420512805575195,12.5050798480526,-3.10551867415763,0.00200658550934838,0.0035604739850433,-2.65331652257141
"PIFO",-0.929042555080934,4.95415654497839,-3.10541724351483,0.00200726071374856,0.00356137248682078,-2.6536250971178
"CLPX",-0.497471545433799,10.6272268305605,-3.10533141210919,0.00200783224036285,0.00356208690312985,-2.65388620774404
"RBL1",0.61367010838981,9.12750847864514,3.10528246494422,0.00200815823250161,0.00356236563420982,-2.65403510846306
"AADAC",1.02491184733198,3.28668338814952,3.10523258549574,0.00200849048384339,0.00356265542097145,-2.65418684293074
"KAT8",-0.40844736198769,10.3629301724322,-3.10518368124751,0.00200881628841527,0.00356293372469787,-2.65433560853908
"CDC42SE1",-0.488753020098697,11.3658184777008,-3.10433471758253,0.00201447991973367,0.00357267861332286,-2.65691777737687
"BAG3",-0.500925817534917,10.7023560131506,-3.10411436739924,0.00201595232682597,0.00357498935536503,-2.65758787330065
"PKP4-AS1",0.625688607018911,3.116706276759,3.10312329550993,0.00202258704596186,0.00358645352618691,-2.66060120655319
"PTGIR",-0.595860448538541,5.73662585883527,-3.10305127020973,0.00202307000095443,0.00358700837186962,-2.66082016187269
"SYK",-0.467666101097787,11.6388687945959,-3.10261976284131,0.00202596563315256,0.00359184056696253,-2.66213183231003
"H2BC21",-0.706623036377566,8.02944090550518,-3.10246815247761,0.00202698392040286,0.00359334387906361,-2.66259264680493
"ARFIP2",-0.406765617089572,11.1155022536707,-3.10227292107745,0.0020282958810881,0.00359536750551869,-2.66318601402317
"ACIN1",-0.512648459000919,12.0902904136537,-3.10207857272786,0.00202960268382446,0.00359738164965912,-2.66377666169364
"MAFK",-0.548721216091177,10.4365015406243,-3.10197610598101,0.00203029198449093,0.00359830105199561,-2.66408805594612
"EGILA",-0.576155171252188,2.42014335037399,-3.10154775995655,0.00203317583034628,0.00360310938127569,-2.66538968317399
"ITFG2",-0.470077019338556,9.75235116490224,-3.10078339181729,0.00203833131738158,0.00361194227224858,-2.6677119605843
"TRPV4",0.654065917742693,5.88305542571678,3.10071042619581,0.00203882408218168,0.00361251198568167,-2.66793361346475
"SIGLEC10-AS2",-0.574083404585466,1.51605620142964,-3.10045238905326,0.00204056758536476,0.00361529755129214,-2.66871743106115
"PLPPR5",-0.662955707593161,1.53550232279556,-3.10016182618181,0.0020425325004389,0.00361847489411759,-2.66959997416765
"C18orf21",-0.546983623109579,8.23285495597008,-3.09986979989643,0.00204450906596935,0.00362167234107806,-2.67048688198124
"ZXDA",-0.608926453987073,6.83069671868396,-3.09935677996707,0.00204798567879289,0.00362752623297146,-2.67204477094163
"MTND2P28",-0.944943716541623,11.813564017459,-3.09919846634261,0.00204905963010838,0.00362912374790144,-2.67252547223455
"CCDC188BP",0.932056991243206,2.67308744063634,3.0989472292339,0.00205076500980348,0.00363183923405211,-2.67328827659771
"CHCHD2P9",-1.06170597876124,6.04728089597024,-3.09798042563641,0.00205733979464395,0.00364317710109297,-2.67622312378497
"C20orf204",0.745807186621006,4.46897001138635,3.09770520759063,0.00205921496888398,0.00364619160191713,-2.67705841970676
"EIF4A1P7",0.61400307727574,2.08161846552971,3.0970090121231,0.00206396545910063,0.00365429640710665,-2.6791710772557
"LINC02937",-0.647042566813503,2.61720186265796,-3.09690051314686,0.00206470670947241,0.00365530199996735,-2.67950028440251
"RPL19P6",0.542107049855867,3.53262215622051,3.09639283125429,0.00206817837926302,0.00366114088051142,-2.68104054322015
"PELO-AS1",-0.639046024596209,1.68527166376428,-3.09609904987857,0.0020701897903336,0.00366439401168893,-2.68193173709899
"PLA2G4E",0.785661003526558,4.00968559234284,3.09587623999966,0.00207171648612327,0.00366678868587718,-2.68260758272228
"LIMD1",-0.469136927497207,10.5178097183583,-3.09541506474271,0.00207487975564883,0.00367207933263332,-2.6840063094873
"CYP2F1",0.776070531936851,2.53595465445894,3.09494259946297,0.00207812507284818,0.00367751428579359,-2.68543907047067
"C2orf76",-0.54438801173016,7.07032890449698,-3.09479964798479,0.00207910791224896,0.00367894491242173,-2.68587253238003
"RPL21P10",-0.571303229282156,1.756348860386,-3.09453054348338,0.00208095925638732,0.0036819119740173,-2.68668846711785
"OXSM",-0.427047202014471,8.8488988985158,-3.09427068404734,0.0020827484370082,0.00368476855910853,-2.68747630566488
"SND1",0.427640146800973,13.4819806744567,3.09393157070688,0.00208508542402633,0.00368859375498251,-2.68850432942022
"KIF23-AS1",0.544639016937631,3.70142445573729,3.09217593540345,0.00209722294031272,0.00370975435664206,-2.69382481233076
"TEX14",-0.599947414515981,3.08268094684504,-3.09208173495012,0.00209787602507803,0.00371059842973302,-2.69411020625109
"CDK5RAP1",0.471850260218003,10.2291862767208,3.09151326777671,0.00210182113848497,0.00371726461769111,-2.69583228226832
"SLC7A1",0.539439107805528,12.1965077042019,3.09136526413682,0.00210284939013646,0.00371877138124903,-2.69628058448232
"RPL36AP16",0.496297539775761,1.32475754507494,3.09111070522799,0.00210461901432931,0.00372158885809895,-2.69705159369732
"GPR161",-0.682853253608067,7.95664669007661,-3.09050386351689,0.00210884313918782,0.00372874578189672,-2.69888935220334
"FUNDC2P1",-0.684987438756052,3.10460786318025,-3.09023914653017,0.00211068823212271,0.00373169537912969,-2.69969091191713
"FAM210A",-0.453828371126852,9.25101154955084,-3.08992026867082,0.00211291280115493,0.00373531533921908,-2.70065638231258
"ITPRIPL2",-0.498945521547393,10.6175444864311,-3.08984475791034,0.00211343989818105,0.00373593406622233,-2.70088499312136
"BRI3BP",-0.482473943066207,11.4716336226648,-3.08966612552107,0.00211468730928698,0.00373782588420476,-2.70142578595757
"CCT3",0.442558216350944,13.5530183169399,3.08878606704929,0.00212084275419681,0.00374839187742165,-2.70408964119696
"FZD3",0.683410803535832,8.69314705281182,3.08841687495076,0.00212342991960466,0.00375265002715656,-2.70520693386788
"STAU2",-0.596359075362642,10.055679296692,-3.08828530527232,0.002124352613905,0.00375357908430132,-2.70560507447335
"ROPN1L",-0.581028836627845,1.88455555094881,-3.08826070455458,0.00212452517893322,0.00375357908430132,-2.70567951644492
"FAM185BP",-0.590249389833043,3.69566772363556,-3.08825332186077,0.00212457696834237,0.00375357908430132,-2.70570185642484
"TMSB10P1",0.68663393543823,3.92234384167495,3.08824043014161,0.00212466740620829,0.00375357908430132,-2.70574086655398
"ISM2",1.23224134633926,4.10056309015363,3.08809704705751,0.00212567350457102,0.00375484266544003,-2.70617473082854
"STUB1",-0.406934291917203,10.5071531181718,-3.08806949151096,0.00212586690804469,0.00375484266544003,-2.70625810920439
"RAD51-AS1",-0.618305531908493,6.61620782167554,-3.08806240386546,0.00212591665655401,0.00375484266544003,-2.70627955509299
"PLK5",0.772525614926564,2.13607492719685,3.08788539647216,0.00212715942691138,0.0037567231205014,-2.70681513096217
"SLC7A6",0.587031465277601,9.38518771590552,3.08637931111305,0.0021377607251873,0.00377512973939732,-2.71137093701658
"CASP8AP2",-0.642471524216246,8.97102034124434,-3.08630789627445,0.00213826461706701,0.00377570348505035,-2.71158690892466
"OGG1",-0.430295820391995,9.55596318660155,-3.08601507898859,0.00214033183213672,0.00377903738738528,-2.71247239318444
"AGAP12P",-0.876405402131282,2.7009674873377,-3.08584013423357,0.00214156777421245,0.00378090313267806,-2.71300139038636
"PCDHGA10",-1.04888018732725,6.46167273632132,-3.08573335815077,0.00214232244373426,0.00378191895791535,-2.71332424526055
"DNAAF2",-0.463201675397558,9.06108436795597,-3.08505605681287,0.00214711515701152,0.00379006252066953,-2.71537192566547
"PRAM1",-0.702645908636418,5.31916398187433,-3.08388378130002,0.00215543370953576,0.00380442796995626,-2.71891503532564
"MAP2K1",-0.470183659989177,10.7491818413361,-3.08383479150171,0.00215578198897664,0.00380472433697066,-2.71906307487998
"RPS15AP12",-0.775475032145256,3.1848171893431,-3.08355154524116,0.00215779666476341,0.00380796141943607,-2.71991895665547
"C5orf24",-0.567549600014924,10.4141627740901,-3.0833640459388,0.0021591312631828,0.00380999789740489,-2.72048547937869
"RN7SKP173",0.619364166584216,1.60370484109857,3.08256770511508,0.0021648079872045,0.00381969549829291,-2.72289122634105
"POU4F1",0.972012051356006,2.79739224048123,3.0823862842226,0.00216610316583925,0.00382135144512266,-2.72343921548431
"LINC00449",0.571025480669271,2.29174654415628,3.08238549389902,0.00216610880958243,0.00382135144512266,-2.72344160262068
"DNAAF5",0.434996327379883,11.1215606001349,3.08155183642257,0.00217206953729667,0.00383132459639558,-2.72595929893211
"UPF2",-0.595781641059562,10.3464629724472,-3.08154404900184,0.00217212528910092,0.00383132459639558,-2.72598281432549
"RN7SL4P",-0.854735423022473,2.91080004922592,-3.08149102021676,0.00217250496845839,0.00383167389671081,-2.72614294191286
"C17orf114",-0.554434534534614,2.07275321279204,-3.08101578678684,0.00217591030418918,0.0038373590800574,-2.72757785508741
"MTFMT",-0.437664109479332,8.95759137281645,-3.08097048684944,0.00217623516177842,0.00383761114383498,-2.72771462196126
"CEP162",-0.67617879431936,7.70749045076707,-3.08090106607483,0.00217673308267172,0.00383816832281847,-2.7279242092735
"F7",1.19381498977067,4.12308771818354,3.08081187065972,0.00217737299103167,0.00383897574998512,-2.72819349125858
"LINC00920",0.93908207043642,6.55355370852589,3.08078485857428,0.00217756681604417,0.00383899660824368,-2.72827503957462
"NUP214",-0.499795488242867,11.223780243489,-3.07979402563308,0.00218468750279721,0.00385122832893234,-2.73126584553456
"CACNA1C-AS2",-0.642793983481492,2.08929454645396,-3.07934938083249,0.00218788992581008,0.00385655135748623,-2.73260769430163
"PRKCZ-AS1",-0.595131299480748,5.98378866317924,-3.07922640489206,0.00218877638528395,0.00385779153335391,-2.73297877807646
"PCDHB13",-0.810630208130211,5.74434673654226,-3.07919663440637,0.0021889910324185,0.00385784750921847,-2.73306860930974
"MCPH1",-0.529285952390008,9.05281468732039,-3.07913592446682,0.00218942881499587,0.00385829669369448,-2.73325179649862
"REV1",-0.50227015131235,9.74241356810035,-3.07891318525145,0.00219103568871936,0.00386067787094872,-2.73392386375334
"NIPSNAP2",-0.50239771636922,11.3734263517423,-3.07889788832098,0.00219114608281967,0.00386067787094872,-2.73397001720418
"HNRNPAB",-0.424469553514289,13.1476319496886,-3.07878369659382,0.00219197033737363,0.00386180759179483,-2.73431454616467
"SKI",-0.450344424974737,11.4041648737167,-3.07716902090757,0.0022036558827483,0.00388207091955007,-2.73918488268531
"MZT2B",-0.477384249386178,10.9570756304866,-3.07703531511364,0.00220462608576331,0.00388345575391159,-2.73958806836981
"BRIX1",0.633905767042082,10.2479356174251,3.07668159401346,0.00220719466917682,0.00388765567398262,-2.74065462205471
"SIX5",-0.53820111935075,7.89856250575304,-3.0765285044616,0.00220830719795226,0.00388929047621316,-2.74111618704664
"GNLY",-0.84812468072171,7.00962024180246,-3.07642999300613,0.00220902337062268,0.00389022699782224,-2.74141318738589
"GDPD1",-0.627708685597338,6.66645473920497,-3.07629858423247,0.00220997903727265,0.00389158509159607,-2.74180935497701
"LINC02432",1.46852613369605,3.13417339842968,3.07620516397399,0.00221065866461079,0.00389245691747079,-2.74209098591724
"FIGNL1",0.570031496272771,9.15885467365854,3.07589836892838,0.00221289193368254,0.00389606397204736,-2.74301581278415
"GP5",-0.687360708030512,2.19365490217452,-3.07578003885457,0.00221375385396544,0.00389725620059648,-2.74337249243382
"LARP6",-0.719123891104,7.10952815902697,-3.07503314983498,0.00221920134384307,0.00390652033272349,-2.74562351809799
"LINC00907",-0.546335360592318,1.5138063530887,-3.07397213260488,0.00222696113684023,0.00391985298902768,-2.74882037991499
"TMEM41B",-0.507983133342798,10.3681473976671,-3.07373357059325,0.00222870930038524,0.00392247298485811,-2.74953902476324
"MED31",-0.490935052002365,7.28782195986152,-3.07371283125444,0.0022288613361949,0.00392247298485811,-2.74960149746582
"UCKL1-AS1",0.723494443799716,5.04218664273025,3.07369289760949,0.00222900747461336,0.00392247298485811,-2.74966154281009
"APEH",-0.404583500337118,12.4318956284167,-3.07362847614277,0.00222947982433915,0.00392297692814565,-2.74985559452722
"TBC1D24",0.445643893773429,8.96024715690586,3.07304514317408,0.00223376111605003,0.00393015770426221,-2.75161254424335
"PNN-AS1",-0.584239789137608,2.56749976748214,-3.0730216924321,0.00223393338741367,0.00393015770426221,-2.75168316918612
"GOLGA7",-0.488910921002393,10.7029616223919,-3.07261265681554,0.00223694016627419,0.00393511932844532,-2.75291494937536
"ANGPTL2",-0.732403176058938,10.1660652032436,-3.07241214026037,0.00223841550107394,0.00393738630584169,-2.75351873231773
"LZTS2",-0.486007541027066,10.7819732156529,-3.07199157590628,0.0022415127803466,0.00394250567736439,-2.75478498620273
