"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ECRG4",-5.27034649221142,2.86204997016388,-18.5650732554582,5.47604610133784e-59,2.02652134143194e-56,123.497194941222
"GUCA2A",-7.15102197111605,7.92622862924178,-18.5519456796623,6.33077618891953e-59,2.30243780912187e-56,123.35313659028
"TMEM151B",-3.71952886808471,2.34903725882333,-18.5479468792801,6.6167197323421e-59,2.36564552600041e-56,123.309258570376
"RSPO2",-5.25221468127626,3.35270390761005,-18.4924155911748,1.22179153397976e-58,4.29541176962819e-56,122.700105067102
"CADM3",-6.32273739476472,4.17237107408535,-18.4803882726554,1.39529628403026e-58,4.82498029759579e-56,122.568215325339
"AQP8",-9.28403833566736,6.09344784769847,-18.4696764457499,1.57044344508003e-58,5.3112537850421e-56,122.450764544421
"CTNND2",-4.460442392739,2.40042207595337,-18.4687677412216,1.58627566349508e-58,5.3112537850421e-56,122.440801558527
"GRIN2D",4.19379889579538,9.71244213176996,18.2751384918451,1.34188356001963e-57,4.4227643461022e-55,120.31999808882
"SLC17A7",-3.66071304386952,3.23111725515198,-18.1934042563038,3.30056304045453e-57,1.07110887346689e-54,119.426085181459
"PRIMA1",-6.18671496145056,3.79310553821016,-18.1682881060853,4.35140373789168e-57,1.39073500677405e-54,119.1515560049
"MT1M",-5.70421405686859,5.83714806274834,-18.0943488069131,9.81348350348944e-57,3.08963613466576e-54,118.343820640218
"SH2D7",-4.60362186178076,3.59067647174429,-18.0868155889588,1.06608391955922e-56,3.30705502929149e-54,118.261563563239
"PRSS22",3.87895539961669,9.05290091259745,18.0624363577597,1.39370733999328e-56,4.26070472895917e-54,117.995409478081
"TMEM72",-5.70988996361688,4.63524244235202,-18.0531788334897,1.5429651571066e-56,4.64961528914379e-54,117.894362410024
"ZNF575",-2.53979010406381,6.82894295770901,-17.989147180833,3.11772902215058e-56,9.26272901313301e-54,117.195747101345
"CEMIP",4.44639518173475,11.4806672103334,17.9840100829644,3.29865237974957e-56,9.66413518033855e-54,117.139721729784
"IL6R",-3.50828543581931,8.66167951454861,-17.8954099698629,8.72217807150662e-56,2.52035101699124e-53,116.17398631024
"PIRT",-5.26417439991859,2.84119703234127,-17.8704629869154,1.14669267813156e-55,3.26869396655501e-53,115.90225234704
"MAB21L1",-3.89010837909741,1.86606946291478,-17.8476258560417,1.47295116965955e-55,4.14272426303979e-53,115.653572664474
"TMEM100",-4.99899625487155,4.30446552269365,-17.8059362268619,2.32605085796035e-55,6.45601536813363e-53,115.199784063821
"CLDN1",4.1449869410576,11.0195166973025,17.7948765455628,2.62568734786182e-55,7.19301933971393e-53,115.079439774736
"PKHD1L1",-4.65848973383398,2.96068614674996,-17.7533397406049,4.13825492164095e-55,1.11913268355249e-52,114.627612576737
"PLCD1",-2.83033855409317,9.23542435282026,-17.7505556828516,4.26634751178168e-55,1.13916879004459e-52,114.597336761068
"TPH1",-4.72572963810106,4.26199699036634,-17.7209633914601,5.8985767480239e-55,1.5553072240352e-52,114.275595556119
"CDKN2B",-4.03592087802726,8.86130765626367,-17.7090255056091,6.72184865935145e-55,1.75050216815259e-52,114.145835755095
"AMPD1",-4.97435401873491,3.06066877484653,-17.6647647359178,1.09090584180312e-54,2.80628875938964e-52,113.664914108265
"NSG2",-5.24329043628224,2.91786460665806,-17.6610280940075,1.13641221100366e-54,2.88813002155557e-52,113.624325736598
"PRKG2",-4.61686327816091,4.77590561116456,-17.6446240493543,1.35969995650525e-54,3.41446558125258e-52,113.44616417981
"CNTN2",-4.88462050649671,2.48430596830278,-17.6350657625993,1.50949018522731e-54,3.74602187849233e-52,113.34237088372
"DHRS11",-3.01474120572644,10.2362200772996,-17.5751854726188,2.90429494300649e-54,7.06882532382204e-52,112.692429628179
"MAL",-4.31039974581924,3.78495045952162,-17.5748341462611,2.91546317992091e-54,7.06882532382204e-52,112.688617854456
"HMGCLL1",-3.41614642242677,1.98186594962345,-17.573257489544,2.96611372506317e-54,7.10990942232757e-52,112.671511875755
"ACADS",-2.75518336641604,10.8083469290633,-17.569527172649,3.08947842567032e-54,7.32241100124603e-52,112.631041140524
"MYOT",-4.76489200003529,2.37222181376095,-17.5410825962422,4.21505305473665e-54,9.8791476818461e-52,112.32250852323
"MOBP",-3.43220535982669,1.98993167023732,-17.5155569752959,5.56970370397042e-54,1.29106955968738e-51,112.045738027866
"SFRP1",-6.27377978405715,5.24086934676405,-17.5049141746552,6.25579297552305e-54,1.43434453288786e-51,111.930368060177
"ALPI",-5.49492878288948,5.46502827200656,-17.4718650141223,8.97221364395673e-54,2.03505241511423e-51,111.572215861715
"CST1",6.59744355637343,7.71816194856226,17.3362066673315,3.93574523652636e-53,8.83197978928585e-51,110.103815195856
"DPP6",-5.16355049652689,2.9577364445541,-17.3340577643952,4.02892169861682e-53,8.94590255901296e-51,110.080577548386
"PRPH",-4.90682793834457,3.7074538198308,-17.3257756633273,4.40910842369105e-53,9.68809719680615e-51,109.991023863593
"DMRTA1",-4.62311375842896,2.66669821605811,-17.2968139156545,6.04310645146183e-53,1.31415760296016e-50,109.677946617825
"FAM107A",-4.34131040922588,6.23610470894104,-17.2796647160574,7.28286227873274e-53,1.56759894803662e-50,109.492625032635
"HPSE2",-4.37307599382704,3.98257803927658,-17.2783929687711,7.3843315791435e-53,1.57338475081266e-50,109.478883823266
"LRRN2",-4.7089899458879,6.30195378747936,-17.1639084382724,2.56332369400478e-52,5.40707500013368e-50,108.24293076373
"PLAC9",-3.27206252654925,5.77591245845724,-17.1601754781907,2.66938862033071e-52,5.57505777794614e-50,108.202665784855
"ADHFE1",-3.55156376729254,4.05014107465866,-17.1511271764495,2.94502198920217e-52,6.09042096472848e-50,108.105077083889
"ATCAY",-3.93908052683783,1.99656578817845,-17.1487941029702,3.02058916121585e-52,6.18604929773661e-50,108.079916325702
"TMEM37",-3.7897782204793,8.85009360096065,-17.1088325732344,4.66118708774751e-52,9.45414234893711e-50,107.64909349929
"CCN5",-5.48005061865467,3.92104331349078,-17.0508984967038,8.73844533275022e-52,1.75551205570508e-49,107.024975474257
"SLC51B",-5.25239663193596,6.83313924298044,-17.0433285783431,9.48592331022125e-52,1.88769873873403e-49,106.943466582361
"GBA3",-5.92318068316581,4.24983714349607,-17.0366453246977,1.01987385207378e-51,2.01058121828453e-49,106.87151276915
"UGT1A8",-5.61712641338636,4.16005364434902,-17.0305886229075,1.08908183570102e-51,2.12713817058122e-49,106.806311034607
"SLC26A2",-5.42214599668915,11.0623715355071,-17.021477395844,1.2021255351211e-51,2.32638862732517e-49,106.708238220173
"SLC4A4",-6.41955264020409,7.70165272672964,-16.9976615779992,1.55607173078483e-51,2.98397973537957e-49,106.451951701772
"ADCYAP1R1",-5.00072340228653,2.59021167127249,-16.9891181606958,1.70696955074205e-51,3.24385727057233e-49,106.360037654587
"NEXMIF",-4.59840205357327,2.47919316163546,-16.9600487981351,2.33859476287189e-51,4.40449267214461e-49,106.04738851413
"BRINP3",-6.40634261917344,3.04114011324755,-16.9067237366372,4.16495112997024e-51,7.77482116244179e-49,105.474237250477
"NAP1L2",-4.62045195278451,3.23068542502113,-16.8955204260458,4.70158495905242e-51,8.69958185317998e-49,105.353883364141
"LINC00484",-2.44482389824441,1.57740567996065,-16.8941246136513,4.77310853805671e-51,8.75512621754506e-49,105.338890079797
"TRIB3",3.15703096631663,10.9420912804331,16.8781670363867,5.67223034171571e-51,1.03146574851855e-48,105.16750385648
"RPL12P14",-3.51765107187293,3.71846777021713,-16.860929717321,6.83432827853483e-51,1.2321651342514e-48,104.982422758663
"SMPDL3A",-3.23633841520551,9.27789725165324,-16.8416379916808,8.41895478424795e-51,1.50499518829598e-48,104.775344493804
"CCL23",-3.90420160067382,3.09990734632153,-16.8257654887164,9.9942059810797e-51,1.77157799130164e-48,104.605017217862
"ADGRB3",-4.4093378698031,2.48005117390452,-16.8249464080731,1.00830459349998e-50,1.77243142460739e-48,104.596228893259
"HPGDS",-4.03791587541357,4.39651562583375,-16.8084222156782,1.20536577576016e-50,2.09973776723189e-48,104.418957841962
"SCN11A",-4.18083339672191,2.54818273225378,-16.8077300307525,1.21441171708681e-50,2.09973776723189e-48,104.411533153782
"NAALADL1",-3.52115796380697,7.0201812185072,-16.7704092176772,1.81713150991503e-50,3.11630667236973e-48,104.011338973849
"SCN7A",-6.3371043157659,3.74454629077433,-16.7337980603311,2.69758026014372e-50,4.5694365139231e-48,103.618995802121
"CPNE7",4.59090708387233,8.97268251694149,16.7334481719496,2.7077821382402e-50,4.5694365139231e-48,103.615247385939
"KCTD4",-3.72586064372136,1.71527169994753,-16.7217152341815,3.07313004245815e-50,5.14480992981049e-48,103.489563110278
"PDE6A",-4.66530838863202,4.45345420696916,-16.6676574083932,5.50421366635571e-50,9.14219551796121e-48,102.910812767345
"ATP1A2",-5.96919455910356,4.53266221586474,-16.6397359545788,7.43603325775637e-50,1.22543504327432e-47,102.612090663963
"KLF4",-3.20854321949174,11.2366439955617,-16.6383359749448,7.5490147999732e-50,1.23441021853205e-47,102.597116527807
"C16orf89",-4.88285902126405,4.15384446967341,-16.600674322808,1.13242307415265e-49,1.83748710201353e-47,102.194424489697
"PRR7",2.62730590172486,7.92890146751951,16.5926762591039,1.2342288526976e-49,1.98739110067199e-47,102.108940117751
"TMEM220",-3.69212689802965,6.36158978320353,-16.5891248455572,1.28231624556007e-49,2.04918021847303e-47,102.070985949741
"PHLPP2",-3.10626635083309,9.27054967744285,-16.5792529061317,1.42603980922946e-49,2.26172058164558e-47,101.965496287399
"MT1F",-3.48198081601685,8.05772563980214,-16.5639521966201,1.68121774105748e-49,2.64653783804973e-47,101.802031776514
"RNF152",-3.70933154193363,7.48380381578697,-16.5404344786315,2.16507592982617e-49,3.38297123435209e-47,101.550866731426
"FXYD1",-3.99367272733502,3.07633566979973,-16.5334025264972,2.33512439177306e-49,3.62184661176918e-47,101.475786935108
"SCIRT",3.70990238577746,5.23154762462981,16.5065605529497,3.11613324804649e-49,4.79793538206516e-47,101.18928243137
"CNTFR",-6.05171971663243,3.9817109288838,-16.5038862677229,3.20698637592117e-49,4.90204134881748e-47,101.160745257897
"SEMA3E",-5.48997151472368,2.63760264225473,-16.498848269307,3.3853864029978e-49,5.13750653128313e-47,101.10698870121
"AHCYL2",-3.38222021007537,11.3617906032343,-16.4873756523429,3.82948531955653e-49,5.76994023790897e-47,100.984591360507
"PDX1",4.14098992316464,8.52732074745807,16.4536231883123,5.50261513240317e-49,8.23206834063209e-47,100.624643884749
"GPT",-4.15843176483129,8.05923795151484,-16.4502666636137,5.70452553134963e-49,8.47403250410486e-47,100.58886073066
"TP53INP2",-3.25878172339362,10.3766051375858,-16.4190577059981,7.97428738674331e-49,1.17629103591583e-46,100.256253005136
"TMEM253",-3.64320087691259,5.18233244386377,-16.415916197084,8.24765895057987e-49,1.20816748544119e-46,100.222782977241
"ADAMDEC1",-4.48663315005451,9.32710991837078,-16.4037387706091,9.39868893716519e-49,1.36728237545216e-46,100.093061247625
"P2RY4",-3.51515272836508,1.69366270638615,-16.3912934906511,1.07408575989759e-48,1.55183322049861e-46,99.9605159530407
"SLAMF6P1",-4.03300037297021,2.45666124768333,-16.3846037850889,1.15397144061689e-48,1.65590976655596e-46,99.8892814127125
"CLCA4",-8.653195875306,7.22782067332317,-16.3400074872602,1.86121927368034e-48,2.65274049723062e-46,99.4146268958805
"CA3-AS1",-3.84860324915427,3.09434381969961,-16.3273701779872,2.13105849323127e-48,3.0169495205517e-46,99.2801945944678
"KCNE2",-3.04463961589296,2.04145535258426,-16.3162867617223,2.39967341600745e-48,3.37458073581741e-46,99.1623181856807
"CHGA",-7.70767491421633,6.41732059732908,-16.3142096261942,2.4536532557654e-48,3.4276398527891e-46,99.1402297561079
"ANPEP",-5.35215844976345,10.6690070567059,-16.3121991065343,2.50705606560477e-48,3.47920004262283e-46,99.118850540287
"SLC6A19",-6.77597599869567,4.00756415667894,-16.3095850844833,2.57822760105885e-48,3.55458385730296e-46,99.0910550748618
"TINCR",-4.32043985938,4.37230941726089,-16.30492251307,2.71021865399247e-48,3.71229560307254e-46,99.041480307414
"LINC00092",-3.14811455858618,2.57511757422065,-16.2965561670443,2.96419629015073e-48,4.03398429318965e-46,98.9525360123426
"BCHE",-5.29362185028679,3.8628556975066,-16.2870792572896,3.28069846904968e-48,4.43609317347012e-46,98.8518019334459
"GSTM5",-3.72792056311108,4.97305442284154,-16.2848008877667,3.36168944659434e-48,4.51665459786375e-46,98.8275868523123
"LEXM",-3.24602739137227,2.61015339837972,-16.2701275246333,3.93330607261827e-48,5.25121255036771e-46,98.6716595382849
"SCN9A",-4.83350007467765,5.1815167775183,-16.2653351700204,4.14026401646738e-48,5.49275026184672e-46,98.6207426523872
"SLC4A10",-4.73135847031699,3.26222288224629,-16.2634474657074,4.22473759116401e-48,5.56978842175085e-46,98.6006877996685
"CRHBP",-3.13496607441905,2.15270934294553,-16.2233198624463,6.48917754155343e-48,8.50203174295205e-46,98.174544287465
"MMP7",6.40305167432822,9.24287785521535,16.2142510467024,7.14980509286093e-48,9.30975238449435e-46,98.0782811562512
"PTGDR2",-3.43056041855494,5.49564178243011,-16.2128507095813,7.25763332223288e-48,9.39217897540984e-46,98.0634184265852
"NRG2",-3.3438939625971,2.51419442046687,-16.1532090332482,1.37249494273231e-47,1.76532977573142e-45,97.4307718129773
"MT1H",-4.87687506974601,5.97894892555374,-16.1396547026852,1.58618560136067e-47,2.02781812576375e-45,97.2870964851815
"ADH1B",-7.0135294871576,5.91206060168415,-16.1297285855576,1.76345765681166e-47,2.24086601281838e-45,97.1819040976593
"BLACAT1",4.47223657715087,6.59984255136318,16.112811922573,2.11231855291743e-47,2.66809865600241e-45,97.0026761073793
"TMEM82",-4.58749858233355,5.3950939654003,-16.1104876378555,2.16535196636915e-47,2.71880561777327e-45,96.9780555027727
"NLGN1",-4.29654811067764,2.11108393696833,-16.0970647216009,2.49868365886051e-47,3.11877118934932e-45,96.835891648655
"LINC03070",-3.16249360270953,1.70279003878392,-16.0879107019332,2.75491842728251e-47,3.41836760618219e-45,96.7389617443978
"LIFR",-4.36765944691456,6.22074247758309,-16.0851469235536,2.83731718698938e-47,3.50002156388035e-45,96.7097001365715
"SLC22A18AS",-3.05560712694368,7.82215364884823,-16.0808474453524,2.97041779848425e-47,3.64290657216435e-45,96.6641824193405
"TNXB",-4.93347955061807,7.37851548023977,-16.0635320114143,3.57259212620538e-47,4.35608429538592e-45,96.4809065204137
"RASGEF1C",-3.6619672144888,1.84751604580054,-16.0578237430576,3.79669112376129e-47,4.60272428532302e-45,96.4205008995153
"ZNF536",-4.0569683225941,3.27411156687574,-16.0504546377301,4.10686316086188e-47,4.95029551515545e-45,96.3425302119882
"NEFM",-3.98995965189832,2.16688352665846,-16.0412082445466,4.53206881914504e-47,5.43178748130941e-45,96.2447125660324
"INHBA",4.41288211966826,9.28725752784917,16.0207338076595,5.63652040157936e-47,6.71733114976921e-45,96.0281775693491
"CDH19",-5.52530207931825,2.88853227835374,-16.0128940212392,6.12728010964656e-47,7.26117115915081e-45,95.9452884806039
"NAAA",-2.6285577603268,9.99719947011081,-15.9747976436597,9.19118871737365e-47,1.08312254080603e-44,95.5426862009279
"ST6GALNAC6",-3.11786768199753,10.088325000441,-15.955138870832,1.13290573902093e-46,1.32763964771708e-44,95.3350536579316
"SLC22A5",-2.30527780198609,9.63353601667643,-15.9470335328864,1.23489325548827e-46,1.43916233874417e-44,95.2494706322708
"GPAT3",-3.29345501210737,7.85944929361223,-15.9449396080264,1.2626980597289e-46,1.46348092702865e-44,95.2273634958041
"MEP1B",-5.2874087474533,4.11328100576192,-15.9305629869315,1.47123529221022e-46,1.69585995922855e-44,95.0756042219349
"CD163L1",-3.74103316560518,7.3081826073328,-15.9227260010495,1.5990444159949e-46,1.83316537559764e-44,94.9928959683283
"SCNN1B",-5.94965623634081,6.76789490332502,-15.9029708110733,1.97256913785822e-46,2.24915531859359e-44,94.7844669952668
"PYGM",-3.89825195547421,4.74086335354825,-15.8997949935391,2.04025975501187e-46,2.31383006839894e-44,94.7509681356033
"SPINK2",-3.98439321790609,2.48933406161966,-15.8828914317542,2.44153296075074e-46,2.75410140503081e-44,94.5727044966927
"ITM2C",-3.03701577676262,13.8698996387957,-15.8796267755922,2.52766517856929e-46,2.83609411046492e-44,94.5382828626377
"FRRS1L",-4.11026522030804,2.2525247557217,-15.8756205606044,2.63751706212884e-46,2.94369232320348e-44,94.4960456162177
"CA4",-7.94041508552754,6.7542425061407,-15.871668910837,2.75053949046839e-46,3.05367789536528e-44,94.4543870822262
"MS4A12",-8.12051207980746,5.99410328980952,-15.8425872918927,3.74523614892378e-46,4.13623095944493e-44,94.1479120890382
"GDPD2",-4.36103731384899,5.90280798578867,-15.8370268001536,3.97285756197918e-46,4.36476340689525e-44,94.0893343173191
"EPHX4",3.80286273120858,7.30893452932592,15.825979624547,4.46685364050635e-46,4.88206273019901e-44,93.9729765280442
"NKX2-3",-3.52436929175583,6.64711268389091,-15.79754036805,6.03919550937947e-46,6.56653557086859e-44,93.6735554013385
"PLPP1",-2.54714680123626,9.62685902029151,-15.7860449197753,6.82180876189021e-46,7.37944789863139e-44,93.5525771411506
"NR3C2",-3.5713481861266,9.25135845288649,-15.784589164278,6.9278799220124e-46,7.45595403443519e-44,93.5372588473581
"GNG7",-3.49359532259222,6.33969705976857,-15.7806151985842,7.22589077002796e-46,7.73720507121674e-44,93.4954449059707
"ELAVL4",-3.99176955488246,3.17369197822328,-15.7281267095536,1.25990551000776e-45,1.34224478929817e-43,92.9434941560908
"TMEM236",-5.02238756496147,7.57199041114701,-15.7249963117734,1.30235486201381e-45,1.38049615373464e-43,92.9105955337464
"TRPM6",-5.36505257146481,7.16822425707694,-15.7179010416963,1.40392804173885e-45,1.48072290562196e-43,92.8360366420844
"PDZD4",-3.9411157321598,4.86181632854578,-15.713066128053,1.47763493764169e-45,1.55070802858775e-43,92.7852366611606
"GREM2",-5.47408478894571,6.0278275485152,-15.700352446803,1.69040616933732e-45,1.76521919485156e-43,92.6516804519981
"HSD17B2",-4.57588951056562,8.43757444870709,-15.6967569682746,1.75594420791119e-45,1.82462498136348e-43,92.6139168796535
"STMN2",-5.03850961638045,5.51210492794039,-15.6826159353317,2.03924898046552e-45,2.10862343107547e-43,92.4654210579337
"FHL1",-3.83772498427341,9.3023742301516,-15.6719645425618,2.28237235678959e-45,2.34850548751803e-43,92.353600193818
"LVRN",-3.5568360060074,2.42299346911107,-15.6568140420407,2.67883233217665e-45,2.7430722919871e-43,92.1945912149724
"FUCA1",-2.32581593322873,11.4680286903228,-15.6406212987408,3.17881060156905e-45,3.23931549900954e-43,92.0247016552766
"CNR1",-4.99316365551988,3.56121576785826,-15.6379837948116,3.26864255254916e-45,3.31484355785923e-43,91.9970354254657
"CLEC9A",-3.3859767426009,2.49332045792746,-15.6198361694838,3.95934327412656e-45,3.99609507293902e-43,91.8067183658472
"MDFI",3.05765868833091,8.45293228446192,15.6184757537056,4.01664090850873e-45,4.03462015828968e-43,91.7924545231046
"LDHD",-3.95762322154661,8.21660884292648,-15.5737539121515,6.44001447397313e-45,6.43818319023646e-43,91.3237882089877
"TNFRSF13B",-4.38215144794114,3.31023003592414,-15.5521399379703,8.08914357427186e-45,8.0486978564005e-43,91.0974493455641
"SEMA6D",-4.06635170292125,7.5725310033719,-15.548316831783,8.42193066990411e-45,8.34047913384776e-43,91.057425605332
"RDH5",-2.98674700204264,5.9687429099948,-15.5255831824573,1.07027910106829e-44,1.05497511018386e-42,90.8194998866895
"SORCS1",-4.9228455857539,3.50231215903185,-15.5250840643493,1.0759241515892e-44,1.0556067001685e-42,90.8142775797043
"CBLN2",-3.7857876211467,3.19704539657482,-15.4996634261229,1.40639059669832e-44,1.37344459475714e-42,90.5483772864312
"DDN",3.77116524572036,6.09976012655504,15.4952902512693,1.47268842954935e-44,1.43156173884396e-42,90.5026491799088
"ENAM",-3.82007671491231,2.34002358206475,-15.4865861733014,1.61406691362905e-44,1.5617948383528e-42,90.4116484476641
"IGSF11",-3.59837913278973,1.93068258631264,-15.4405841240727,2.61936762292949e-44,2.52296532593948e-42,89.9309980809002
"SLCO4C1",-4.56058135161973,3.25400841197791,-15.4217314959682,3.19380693087173e-44,3.06228015453674e-42,89.734163193854
"ABCC13",-4.42632116711477,4.39076306111303,-15.4192453376127,3.27839904845174e-44,3.12916513701543e-42,89.7082122889935
"GRIK3",-4.18452297981004,4.20593536833959,-15.4157657487984,3.40055999103916e-44,3.2311447049991e-42,89.6718942971275
"RETSAT",-2.38286285257868,11.9165001282544,-15.4123040210056,3.52660048559549e-44,3.33587940103817e-42,89.6357656168116
"PDK4",-3.99170905223741,8.95536944561377,-15.40313553478,3.88340270288775e-44,3.65698645601403e-42,89.540091695726
"TAGLN3",-4.10857127599693,2.2594448673949,-15.3831525384399,4.79080964090656e-44,4.49143726956813e-42,89.3316377065497
"MEF2C-AS1",-3.28589742396937,2.06719380281609,-15.3755200925336,5.19075042447917e-44,4.8448535156621e-42,89.2520448074676
"CTNNA3",-4.30353158300194,2.53329250009367,-15.3743562473281,5.25459662188509e-44,4.8828396978874e-42,89.2399092023642
"CNGA3",-4.32541074112492,2.70038062717298,-15.3601731456481,6.09857719980928e-44,5.64225383564811e-42,89.0920460776992
"ANGPTL1",-5.49104839133035,4.44229290233548,-15.3591197679012,6.16640637608269e-44,5.68009502607372e-42,89.0810662452872
"PKNOX2",-3.62667579956533,3.84930392166201,-15.3512576675038,6.69701446665151e-44,6.14203578954552e-42,88.9991245448773
"TMEM220-AS1",-3.41378157112464,4.01292991562638,-15.3325134106789,8.15312058398611e-44,7.44510500426853e-42,88.8038257836217
"KLK6",6.76915120984452,7.18692530737374,15.3307360499922,8.30660869717047e-44,7.55256913181525e-42,88.7853116930616
"UNC5D",-3.43092221901114,1.91341529417496,-15.3208675715569,9.21278350682842e-44,8.34053456193299e-42,88.6825295650621
"NPY6R",-5.65765892891315,3.07704764016696,-15.3082513103796,1.0516316390951e-43,9.47996486968889e-42,88.5511635044696
"CHAD",-3.73909678035442,4.85330619084718,-15.3048212722848,1.09014961273103e-43,9.78536848125458e-42,88.5154551951995
"CITED2",-2.35301808935369,9.80079591340163,-15.3001696814158,1.14464353701514e-43,1.02309791397447e-41,88.4670345680264
"FGFBP2",-3.37408998161538,2.58940724387315,-15.2975257879134,1.17681985987684e-43,1.04741933013679e-41,88.4395153925958
"ENTPD5",-3.25541534720761,10.813732045759,-15.2733264910789,1.51660994274298e-43,1.34417521563951e-41,88.1877151610429
"GRIN2A",-3.78080646101265,2.14840694148718,-15.2621191748961,1.70558153192334e-43,1.50533626922138e-41,88.07114904026
"OTX1",4.47505767907055,5.73506942724492,15.2557089728792,1.82404646711217e-43,1.60318484071934e-41,88.004491195465
"SLC16A12",-3.08536403242997,1.85685036735314,-15.2496748025903,1.94305244416733e-43,1.69750786526579e-41,87.9417529161735
"PTGS1",-3.19424052642811,8.89558251819974,-15.2494585355953,1.94745853510155e-43,1.69750786526579e-41,87.9395045199114
"EMILIN3",-3.13791980232012,3.23187241715608,-15.2408367337513,2.13147702961666e-43,1.85026240587382e-41,87.8498783706385
"MPZ",-3.2852774455597,5.15336448617359,-15.2399749592614,2.15079796426681e-43,1.85938246960017e-41,87.8409209898663
"C1QTNF9",-3.08035672831638,1.98612541749741,-15.2300037745171,2.3874717651313e-43,2.05556446586447e-41,87.7372928332133
"P2RX1",-3.16714632755667,5.75792862785581,-15.2240744309831,2.54035078208063e-43,2.17829916248817e-41,87.6756823313343
"ACKR2",-3.32629976656704,4.62747067034646,-15.1715006460157,4.4028479642457e-43,3.76006781205663e-41,87.1297850504856
"SECTM1",-3.80586787222954,9.35395942109184,-15.1707953063661,4.43543247883872e-43,3.77262148018645e-41,87.1224659177425
"ASB2",-3.56840946573984,6.75898173856667,-15.1682473725855,4.55515636528508e-43,3.85889431202103e-41,87.0960276939126
"SSTR2",-3.13124041670401,4.89267203478195,-15.1654400948567,4.69080283542189e-43,3.95791180041558e-41,87.0669003279026
"PADI2",-4.47275173227085,10.3814269817173,-15.1649540096345,4.71469626379068e-43,3.96222322662951e-41,87.061857073969
"SNAP91",-4.09296419937525,2.0744787736634,-15.1238352852286,7.24461000072527e-43,6.06419854584519e-41,86.6354569241189
"HSD11B2",-3.15500692436164,11.848639390676,-15.1147901691682,7.96212643837661e-43,6.63846225656586e-41,86.5417169733771
"SCN2B",-4.43734244786184,2.88069048943171,-15.1067834273132,8.65619886890724e-43,7.18873460396572e-41,86.4587557371627
"MYOM1",-3.66289387025731,5.76146090619177,-15.1020312034193,9.09636437898286e-43,7.52465530236331e-41,86.4095236848122
"PDE2A",-3.19035776371222,6.63403609008396,-15.0518623817981,1.53503374541982e-42,1.26484382132366e-40,85.890138636639
"TMEM59L",-3.93921422086386,3.36789641299675,-15.04218819305,1.69788005658568e-42,1.39358295383729e-40,85.7900588131769
"CUX2",-2.84649159273065,1.57964983492611,-15.0330776655894,1.86696076113548e-42,1.52642132927875e-40,85.6958322342068
"BEX1",-3.99139262169845,2.63773595334331,-15.0127028578846,2.30836456925786e-42,1.88002479629055e-40,85.485181610121
"GPM6A",-5.56425376242888,3.31073716126691,-15.0098551500321,2.37784107866916e-42,1.92916075820951e-40,85.4557483875258
"GPR15",-5.29773039208199,3.92053533537772,-14.9794478977411,3.26316614886311e-42,2.63728838100071e-40,85.1415982771395
"SRPX",-3.41049561727191,7.0456435880526,-14.9425329540086,4.79041597935251e-42,3.85683338429244e-40,84.7605401688893
"OGN",-6.18934857763683,4.88798299572435,-14.9378624062611,5.02872290215509e-42,4.03330345619998e-40,84.712353556222
"CPEB1",-3.89221674109578,3.18528363562606,-14.9316204692404,5.36577062169712e-42,4.28733202629087e-40,84.6479637236575
"LILRB5",-3.74504370005245,6.23950177676207,-14.9198637957663,6.06298438650992e-42,4.82613557166189e-40,84.5267136134193
"CTSG",-5.05402297798937,3.86154761737279,-14.9177767856095,6.19587792252161e-42,4.91337777810793e-40,84.5051934758399
"LINC02577",4.3865380641165,4.64686037315957,14.9166237661675,6.27054023680416e-42,4.95396163876955e-40,84.4933046484267
"JPH4",-3.35775816512157,3.25935281815431,-14.9127890903923,6.52536588895111e-42,5.13604731572891e-40,84.4537676966877
"AFF3",-3.94464345782835,4.94507449330874,-14.8826853523103,8.91984971893215e-42,6.99462118851877e-40,84.1435226048197
"METTL7A",-3.3203003934011,10.4061809068446,-14.8819357617037,8.98951962578976e-42,7.02314544394108e-40,84.1358005050203
"NEGR1",-3.69617575915467,6.59386354678557,-14.8800958770565,9.16283577084713e-42,7.13213497233392e-40,84.1168470975818
"WSCD1",-4.14918613615337,7.30458978860561,-14.8695507753022,1.02224552228132e-41,7.92766435551553e-40,84.0082351200116
"GPX3",-3.24905691014277,9.54474157877851,-14.8686610048041,1.03172677895732e-41,7.97188449645632e-40,83.9990720610986
"GNG8",-2.72608958898642,1.59610145279474,-14.8662601601913,1.05774976971501e-41,8.14312906655785e-40,83.9743486745488
"ABI3BP",-4.11619657811678,7.22589734280271,-14.8463570891889,1.3002916893224e-41,9.97394650711518e-40,83.7694505790739
"IGHV3OR16-13",-4.59367135088845,2.55514517873048,-14.8345597695563,1.46947705275816e-41,1.12308510691596e-39,83.6480497834592
"DUSP26",-3.74385164336311,2.9299226802362,-14.826499182353,1.59753156850398e-41,1.21654624209469e-39,83.5651235358628
"SCG3",-4.44242639011988,3.06830556952597,-14.8225107574054,1.66495114426189e-41,1.2633265984554e-39,83.5240976313489
"SLCO4A1",2.78529969496896,10.8555132301096,14.8103137165276,1.88924954252322e-41,1.42838099820734e-39,83.3986625771954
"RPH3A",-2.96821676564336,1.7101946209724,-14.8023228262701,2.05229448852232e-41,1.54611071217464e-39,83.3165056319534
